API 10/UWI,OFS Region,State/Province,County/Parish,District,Land/Offshore,Contractor Name,Rig Name/Number,Draw Works,Rated HP,Power Type,Mobility,Operator Name,Lease Name,Well Number,Spud Date,Rig Latitude (WGS84),Rig Longitude (WGS84),Permit Number,Permit Approval Date,Permit Posted Date,Permit Depth,Permit Type,Well Type,Drill Type,Field,Formation,Formation Depth,Section,Township,Range,Block,Survey,Abstract,H2S Area,Contractor Contact,Contractor phone,Contractor Email,Contractor Address,Contractor City,Contractor State,Contractor Zip,Contractor Website,Operator Contact,Operator Phone,Operator Address,Operator City,Operator State,Operator Zip,Temporary Location,Directions to Location,Rig ID
4223536242,PERMIAN BASIN,Texas,IRION (TX),7C,land,"Patterson-UTI Drilling Company, LLC",Patterson 207,NOV DSGD-375-AC,1500,SCR,Walking,"SABLE PERMIAN RESOURCES LAND,LLC",WOODS 212-217 ALLOC 02,24HT,5/26/2018,31.2025646,-101.2564988,835267,1/26/2018,1/17/2018,8000,NewDrill,OIL,H,LIN,WOLFCAMP,0,212,,,1,"T&P RR CO/COX, X B",832,NO,Stephanie Schwab,281-765-7100,stephanie.schwab@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,DONNA HARMON,(281)667-0295,700 MILAM STREET SUITE 3100 ,HOUSTON,TX,77002,N,"1. Head east on E Fleming Ave toward N Broadway St (Distance: 62.3 feet, Est. Time: 0:00:02); 2. Turn right at the 1st cross street onto US-67 S/N Broadway StContinue to follow US-67 S (Distance: 31.0 miles, Est. Time: 0:29:44); 3. Turn right onto Co Rd 320 (Distance: 1.0 miles, Est. Time: 0:03:56); 4. Slight left (Distance: 0.4 miles, Est. Time: 0:01:17); 5. Turn right (Distance: 1.4 miles, Est. Time: 0:04:15); 6. Turn right (Distance: 0.7 miles, Est. Time: 0:02:15); 7. Turn right (Distance: 1.5 miles, Est. Time: 0:03:23); 8. Turn left (Distance: 0.3 miles, Est. Time: 0:00:58); Total Distance: 36.4 miles, Total Est. Time: 0:45:50; Rig is located 0.4 miles to the NW.",2128
4247731070,GULF COAST,Texas,WASHINGTON (TX),3,land,"Patterson-UTI Drilling Company, LLC",Patterson 214,NOV JC50D,1500,SCR,Walking,"ENERVEST OPERATING, L.L.C.",MCMAHAN UNIT,4H,5/22/2018,30.2448748,-96.63478,837179,5/11/2018,5/11/2018,11500,NewDrill,OIL,H,GIDDINGS,AUSTIN CHALK,0,,,,,"FRIAR, D B",42,NO,Dena R. Brown,281-765-7100,Dena.Brown@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,JANET BIENSKI,7136593500,ATTN  REGULATORY COMPLIANCE 1001 FANNIN  STE 800,HOUSTON,TX,77002,N,"1. Head east on E Alamo St toward S Baylor St (Distance: 154.2 feet, Est. Time: 0:00:07); 2. Turn left at the 1st cross street onto S Baylor St (Distance: 236.2 feet, Est. Time: 0:00:40); 3. Turn left at the 1st cross street onto E Main St (Distance: 1.7 miles, Est. Time: 0:04:13); 4. Continue onto US-290 W (Distance: 10.1 miles, Est. Time: 0:09:24); 5. Turn right onto TX-125 Spur W (Distance: 0.3 miles, Est. Time: 0:00:46); 6. Turn right onto N Main St (Distance: 0.5 miles, Est. Time: 0:01:23); 7. Continue onto La Bahia Trail W (Distance: 442.9 feet, Est. Time: 0:00:16); 8. Turn left onto FM1697 (Distance: 0.7 miles, Est. Time: 0:01:11); 9. Turn right onto FM 2780 N (Distance: 4.8 miles, Est. Time: 0:06:36); 10. Turn right (Distance: 1220.5 feet, Est. Time: 0:01:07); Total Distance: 18.5 miles, Total Est. Time: 0:25:43; Rig is located 0.3 miles to the NE.",2133
4217733978,GULF COAST,Texas,GONZALES (TX),1,land,"Patterson-UTI Drilling Company, LLC",Patterson 216,NOV ADS-10SD,1500,AC,,"LONESTAR OPERATING, LLC",CULPEPPER UNIT NO. 3,3H,6/1/2018,29.2049545,-97.640211,839199,4/26/2018,4/24/2018,11000,NewDrill,OIL & GAS,H,EAGLEVILLE,EAGLE FORD-1,0,,,,,"HAMMON, T",265,YES,Dena R. Brown,281-765-7100,Dena.Brown@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,APRIL MAXEY,8179211889,600 BAILEY AVENUE SUITE 200 ,FORT WORTH,TX,76107,N,"1. Head west on St Lawrence St toward N St Joseph St (Distance: 114.8 feet, Est. Time: 0:00:06); 2. Turn left at the 1st cross street onto N St Joseph St (Distance: 0.5 miles, Est. Time: 0:01:44); 3. Turn left onto US-183 S/S St Joseph StContinue to follow US-183 S (Distance: 1.4 miles, Est. Time: 0:01:46); 4. Turn right onto TX-97 W (Distance: 3.5 miles, Est. Time: 0:03:48); 5. Turn left onto Farm to Market 108 S (Distance: 7.2 miles, Est. Time: 0:08:16); 6. Continue onto FM 108 (Distance: 9.1 miles, Est. Time: 0:10:20); 7. Continue onto S Farm-To-Market Rd (Distance: 0.3 miles, Est. Time: 0:00:47); 8. Continue onto Farm to Market 108 S (Distance: 4.0 miles, Est. Time: 0:04:13); 9. Turn right (Distance: 0.7 miles, Est. Time: 0:05:18); Total Distance: 26.8 miles, Total Est. Time: 0:36:18; Rig is located 1.3 miles to the SW.",2134
4212334592,GULF COAST,Texas,DEWITT (TX),2,land,"Patterson-UTI Drilling Company, LLC",Patterson 266,NOV ADS-10SD,1500,AC,Walking,VERDUN OIL & GAS LLC,KLOTZMAN UNIT A,103H,5/31/2018,29.1449593,-97.5554243,839374,5/8/2018,,12500,NewDrill,OIL & GAS,H,EAGLEVILLE,EAGLE FORD,0,,,,,"BAKER, I",89,YES,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,MARK MCCOLLUM,(713)337-9300,55 WAUGH DR SUITE 400 ,HOUSTON,TX,77007,N,"1. Head northwest on E Broadway St toward N Esplanade St (Distance: 239.5 feet, Est. Time: 0:00:11); 2. Turn left at the 1st cross street onto N Esplanade St (Distance: 0.7 miles, Est. Time: 0:02:17); 3. Turn right onto TX-72 W/W Heaton StContinue to follow TX-72 W (Distance: 3.9 miles, Est. Time: 0:04:52); 4. Turn right onto US-87 N (Distance: 7.9 miles, Est. Time: 0:07:51); 5. Turn left onto FM 2816 S (Distance: 0.8 miles, Est. Time: 0:01:20); 6. Turn right onto Schlenstedt Rd (Distance: 1.9 miles, Est. Time: 0:03:27); 7. Continue onto FM238 (Distance: 4.2 miles, Est. Time: 0:06:12); 8. Turn right onto Schulle Rd (Distance: 0.9 miles, Est. Time: 0:01:45); 9. Turn left (Distance: 803.8 feet, Est. Time: 0:00:52); Total Distance: 20.3 miles, Total Est. Time: 0:28:47; Rig is located 0.6 miles to the W.",2135
4205134169,GULF COAST,Texas,BURLESON (TX),3,land,"Patterson-UTI Drilling Company, LLC",Patterson 238,Alta Rig 1513,1500,AC,Walking,"WILDHORSE RESOURCES MNGT CO, LLC",STANLEY EF UNIT,3H,5/29/2018,30.5563475,-96.6874806,838556,4/13/2018,4/6/2018,7800,NewDrill,OIL & GAS,H,GIDDINGS,EAGLEFORD,7750,,,,,"RUIZ, F",54,NO,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,TONY VILLASANA,(713)568-4910,PO BOX 79588 ,HOUSTON,TX,77279,N,"1. Head northwest on S Echols St toward W Buck St (Distance: 62.3 feet, Est. Time: 0:00:07); 2. Turn right after Prosperity Bank (on the right) (Distance: 0.3 miles, Est. Time: 0:01:45); 3. Turn left onto S Green StPass by Dairy Queen (on the right) (Distance: 1131.9 feet, Est. Time: 0:00:47); 4. Turn right onto TX-21 E/Presidential Corridor E (Distance: 1.5 miles, Est. Time: 0:02:03); 5. Turn left onto FM2000 (Distance: 0.7 miles, Est. Time: 0:01:05); 6. Turn left onto Co Rd 202 (Distance: 0.5 miles, Est. Time: 0:01:07); Total Distance: 3.2 miles, Total Est. Time: 0:06:54; Rig is located 0.3 miles to the SE.",2168
4236538379,ARKLATEX,Texas,PANOLA (TX),6,land,"Patterson-UTI Drilling Company, LLC",Patterson 210,NOV JC50D,1500,SCR,Walking,"R. LACY SERVICES, LTD.",TURNER-METCALF-SHIVERS,1HH,5/26/2018,32.2527783,-94.3709615,835028,1/23/2018,1/10/2018,12000,NewDrill,GAS,H,CARTHAGE,HAYNESVILLE SHALE,11000,,,,,"DUBOISE, A SR",159,NO,Dena R. Brown,281-765-7100,Dena.Brown@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,MIKE OQUINN,(903)758-8276,PO BOX 2146 ,LONGVIEW,TX,75606,N,"1. Head west on E Panola St toward Shelby St (Distance: 275.6 feet, Est. Time: 0:00:27); 2. Turn right onto U.S. 59 Business N/St Mary StContinue to follow U.S. 59 Business N (Distance: 1.8 miles, Est. Time: 0:03:20); 3. Continue onto US-59 N (Distance: 4.5 miles, Est. Time: 0:04:09); 4. Turn left onto FM 124 W (Distance: 0.9 miles, Est. Time: 0:01:12); Total Distance: 7.2 miles, Total Est. Time: 0:09:08; Rig is located 0.4 miles to the NW.",2130
4238937057,PERMIAN BASIN,Texas,REEVES (TX),8,land,"Patterson-UTI Drilling Company, LLC",Patterson 243,NOV ADS-10SD,1500,AC,Walking,MEWBOURNE OIL COMPANY,TXL SOUTH 56-T2-2X11,W101CF,5/25/2018,31.8828192,-103.8332777,838876,4/23/2018,4/13/2018,12000,NewDrill,OIL & GAS,H,PHANTOM,WOLFCAMP,0,2,,,56 T2,"T&P RR CO / CAMP, J C",1963,YES,Angela M. Nelson,281-765-7100,Angela.Nelson@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,REBECCA DUNN,9035612900,BOX 7698 ,TYLER,TX,75711,N,"1. Head east on E 6th St toward S Cedar St (Distance: 75.5 feet, Est. Time: 0:00:05); 2. Turn left at the 1st cross street onto S Cedar St/US Hwy 285 NContinue to follow US Hwy 285 N (Distance: 38.6 miles, Est. Time: 0:43:04); 3. Turn right onto RM 652 E (signs for Farm to Market Rd 652) (Distance: 5.9 miles, Est. Time: 0:08:00); 4. Turn left (Distance: 0.6 miles, Est. Time: 0:02:57); Total Distance: 45.1 miles, Total Est. Time: 0:54:06; Rig is located 0.5 miles to the NW.",2173
4228336262,GULF COAST,Texas,LA SALLE (TX),1,land,"Patterson-UTI Drilling Company, LLC",Patterson 246,Alta Rig 1513,1500,AC,Walking,"VITRUVIAN EXPLORATION IV, LLC",NUECES,A  1H,5/9/2018,28.1562571,-98.8656428,836300,2/15/2018,2/13/2018,14200,NewDrill,GAS,H,HAWKVILLE,EAGLEFORD SHALE,0,688,,,,"BS&F / MINUS, R W",1267,YES,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,ADONYA DRYDEN,8324583100,4 WATERWAY SQUARE PL STE 400 ,THE WOODLANDS,TX,77380,N,"1. Head east on TX-97 E/Tilden St toward N Front StContinue to follow TX-97 E (Distance: 0.8 miles, Est. Time: 0:01:50); 2. Turn right onto FM624 (Distance: 31.6 miles, Est. Time: 0:29:11); 3. Turn right onto Kmas Rd (Distance: 2.8 miles, Est. Time: 0:06:25); 4. Slight right (Distance: 1240.2 feet, Est. Time: 0:00:41); 5. Slight leftDestination will be on the left (Distance: 0.4 miles, Est. Time: 0:01:02); Total Distance: 35.9 miles, Total Est. Time: 0:39:09; Rig is located 402.3 feet to the E.",2174
4225535870,GULF COAST,Texas,KARNES (TX),2,land,"Patterson-UTI Drilling Company, LLC",Patterson 247,Alta Rig 1513,1500,AC,Walking,"GULFTEX ENERGY IV, LP",STIEREN RANCH UNIT B,3H,5/22/2018,29.1465333,-97.7913222,838136,4/9/2018,3/28/2018,12000,NewDrill,OIL,H,EAGLEVILLE,EAGLE FORD,11500,,,,,"WHEELER, T K",295,YES,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,JIM BUTLER,,105 LODGE SPRINGS ,BOERNE,TX,78006,N,"1. Head east on E Calvert Ave toward S Market St (Distance: 0.3 miles, Est. Time: 0:01:01); 2. Slight left onto Lady Badger Dr (Distance: 1023.6 feet, Est. Time: 0:00:49); 3. Turn left onto N Badger Dr (Distance: 0.3 miles, Est. Time: 0:00:38); 4. Turn right onto TX-80 N (Distance: 18.8 miles, Est. Time: 0:18:27); 5. Turn left onto TX-119 W (Distance: 1.3 miles, Est. Time: 0:01:26); 6. Turn right onto County Rd 273 (Distance: 259.2 feet, Est. Time: 0:00:29); 7. Continue straight to stay on County Rd 273Destination will be on the left (Distance: 0.7 miles, Est. Time: 0:03:47); Total Distance: 21.6 miles, Total Est. Time: 0:26:37; Rig is located 380.2 feet to the NW.",2175
4236538399,ARKLATEX,Texas,PANOLA (TX),6,land,"Patterson-UTI Drilling Company, LLC",Patterson 232,NOV ADS-10SD,1500,AC,Walking,SABINE OIL & GAS CORPORATION,MAVERICK GU,1H,5/30/2018,32.2265517,-94.0485354,836404,5/4/2018,5/4/2018,11600,NewDrill,GAS,H,CARTHAGE,HAYNESVILLE SHALE,0,,,,,"REED, D",582,NO,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,DIANNE SUMRALL,8322429600,1415 LOUISIANA STREET STE 1600 ,HOUSTON,TX,77002,N,"1. Head east on E Panola St toward Live Oak St (Distance: 367.5 feet, Est. Time: 0:00:13); 2. Turn right at the 1st cross street onto Live Oak St (Distance: 262.5 feet, Est. Time: 0:00:29); 3. Turn left at the 1st cross street onto E Sabine St (Distance: 1.8 miles, Est. Time: 0:03:07); 4. Continue onto US-79 N (Distance: 6.9 miles, Est. Time: 0:06:18); 5. Turn right onto FM123 (Distance: 3.0 miles, Est. Time: 0:03:54); 6. Continue onto FM 31 N (Distance: 790.7 feet, Est. Time: 0:00:15); 7. Continue straight onto FM123 (Distance: 7.3 miles, Est. Time: 0:07:33); 8. Turn left (Distance: 584.0 feet, Est. Time: 0:01:02); Total Distance: 19.5 miles, Total Est. Time: 0:22:51; Rig is located 689.2 feet to the W.",2162
4250733317,GULF COAST,Texas,ZAVALA (TX),1,land,"Patterson-UTI Drilling Company, LLC",Patterson 233,NOV ADS-10SD,1500,AC,Walking,"CML EXPLORATION, LLC",KILEY,1,4/30/2018,28.658159,-99.6621972,834806,1/10/2018,1/4/2018,7400,NewDrill,OIL & GAS,H,PENA CREEK,GEORGETOWN,7197,9,,,,"MENCHACA, A",522,YES,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,RYAN BERGERON,(512)328-8085,BARTON OAKS PLAZA 1 SUITE 430 901 MOPAC EXPWY SOUTH,AUSTIN,TX,78746,N,"1. Head east on E Lake St toward Juan Cornejo Dr (Distance: 406.8 feet, Est. Time: 0:00:18); 2. Turn right onto S 1st Ave (Distance: 367.5 feet, Est. Time: 0:00:25); 3. Turn right onto E Webb St (Distance: 341.2 feet, Est. Time: 0:00:34); 4. Turn left onto Farm to Market 65/FM 65Continue to follow FM 65 (Distance: 5.8 miles, Est. Time: 0:06:57); 5. Turn left onto FM 395 E (Distance: 1.7 miles, Est. Time: 0:01:55); 6. Turn right onto Miller Rd (Distance: 0.5 miles, Est. Time: 0:01:34); 7. Continue onto Tortuga Rch Rd (Distance: 4.7 miles, Est. Time: 0:14:04); 8. Turn right (Distance: 0.5 miles, Est. Time: 0:02:02); 9. Turn left (Distance: 0.3 miles, Est. Time: 0:01:20); Total Distance: 13.6 miles, Total Est. Time: 0:29:09; Rig is located 1305.3 feet to the N.",2163
4240135408,ARKLATEX,Texas,RUSK (TX),6,land,"Patterson-UTI Drilling Company, LLC",Patterson 234,NOV ADS-10SD,1500,AC,Walking,"SABINE OIL & GAS, INC.",VIPER 1-ALFORD JB (AW),1H,5/21/2018,32.1022855,-94.7559294,838883,4/23/2018,4/14/2018,11500,NewDrill,OIL & GAS,H,MINDEN,COTTON VALLEY CONS.,10570,,,,,"JACKSON, T J",15,NO,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,DIANNE SUMRALL,(832)242-9600,1415 LOUISIANA STREET STE 1600 ,HOUSTON,TX,77002,N,"1. Head east on E Main St toward S Calhoun St (Distance: 0.8 miles, Est. Time: 0:02:18); 2. Turn right onto US-79 S (Distance: 0.5 miles, Est. Time: 0:01:04); 3. Turn left onto US-259 S (Distance: 3.6 miles, Est. Time: 0:03:55); 4. Turn left onto Co Rd 311 (Distance: 0.3 miles, Est. Time: 0:00:39); 5. Turn left to stay on Co Rd 311 (Distance: 0.7 miles, Est. Time: 0:01:29); 6. Continue straight onto Co Rd 312D (Distance: 0.3 miles, Est. Time: 0:01:10); Total Distance: 6.2 miles, Total Est. Time: 0:10:35; Rig is located 772.7 feet to the S.",2164
4238339863,PERMIAN BASIN,Texas,REAGAN (TX),7C,land,"Patterson-UTI Drilling Company, LLC",Patterson 235,NOV ADS-10SD,1500,AC,Walking,"BOLD OPERATING, LLC",BOLD TSRH UNIT 28N,4A,5/31/2018,31.397895,-101.4301045,825706,1/3/2018,,9500,NewDrill,OIL & GAS,H,LIN,WOLFCAMP,0,28,,,1,"T&P RR CO/THORP, D S",448,NO,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,DAWN MONEY,4326861100,1400 WOODLOCH FOREST DR STE 300 ,THE WOODLANDS,TX,77381,N,"1. Head west on E 2nd St toward N Plaza Ave (Distance: 0.4 miles, Est. Time: 0:01:14); 2. Turn right onto State Hwy 137/TX-137 N (Distance: 12.3 miles, Est. Time: 0:11:59); 3. Continue straight onto Farm to Market 33 N (Distance: 0.8 miles, Est. Time: 0:00:46); 4. Turn right (Distance: 718.5 feet, Est. Time: 0:00:40); 5. Turn left (Distance: 853.0 feet, Est. Time: 0:00:28); 6. Turn right (Distance: 1.9 miles, Est. Time: 0:05:02); 7. Turn left (Distance: 0.5 miles, Est. Time: 0:02:00); 8. Turn right (Distance: 1.4 miles, Est. Time: 0:05:51); 9. Turn left onto Rocky Rd (Distance: 0.9 miles, Est. Time: 0:02:11); 10. Turn rightDestination will be on the right (Distance: 1.3 miles, Est. Time: 0:04:13); Total Distance: 19.7 miles, Total Est. Time: 0:34:24; Rig is located 463.9 feet to the W.",2165
4247731074,GULF COAST,Texas,WASHINGTON (TX),3,land,"Patterson-UTI Drilling Company, LLC",Patterson 236,NOV ADS-10SD,1500,AC,Walking,"WILDHORSE RESOURCES MNGT CO, LLC",BAGGETT,1H,5/31/2018,30.209838,-96.5975632,837716,4/6/2018,3/20/2018,14000,NewDrill,OIL,H,GIDDINGS,AUSTIN CHALK-3,13950,,,,,"MC CAIN, J",81,NO,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,TONY VILLASANA,(713)568-4910,PO BOX 79588 ,HOUSTON,TX,77279,N,"1. Head east on E Alamo St toward S Baylor St (Distance: 154.2 feet, Est. Time: 0:00:07); 2. Turn left at the 1st cross street onto S Baylor St (Distance: 236.2 feet, Est. Time: 0:00:40); 3. Turn left at the 1st cross street onto E Main St (Distance: 1.7 miles, Est. Time: 0:04:13); 4. Continue onto US-290 W (Distance: 7.7 miles, Est. Time: 0:07:22); 5. Turn right onto FM 1948 N (Distance: 1.9 miles, Est. Time: 0:02:23); 6. Turn left onto Farm to Market Rd 390/FM 1948 NContinue to follow Farm to Market Rd 390 (Distance: 1.1 miles, Est. Time: 0:01:34); 7. Turn right onto Engelbrecht Rd (Distance: 0.5 miles, Est. Time: 0:01:21); 8. Turn left (Distance: 876.0 feet, Est. Time: 0:00:55); Total Distance: 13.1 miles, Total Est. Time: 0:18:35; Rig is located 0.3 miles to the W.",2166
4225535584,GULF COAST,Texas,KARNES (TX),2,land,"Patterson-UTI Drilling Company, LLC",Patterson 218,NOV ADS-10SD,1500,AC,Walking,"LONESTAR OPERATING, LLC",GEORG (EF),26H,5/20/2018,29.1699594,-97.7357342,829756,4/5/2018,4/5/2018,10000,NewDrill,OIL & GAS,H,EAGLEVILLE,EAGLE FORD,0,,,,,"FANNIN, J W",111,YES,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,APRIL MAXEY,8179211889,111 BOLAND ST SUITE 300,FORT WORTH,TX,76107,N,"1. Head east on E Calvert Ave toward S Market St (Distance: 0.3 miles, Est. Time: 0:01:01); 2. Slight left onto Lady Badger Dr (Distance: 1023.6 feet, Est. Time: 0:00:49); 3. Turn left onto N Badger Dr (Distance: 0.3 miles, Est. Time: 0:00:38); 4. Turn right onto TX-80 N (Distance: 20.7 miles, Est. Time: 0:20:35); 5. Turn right onto County Rd 277 (Distance: 2.3 miles, Est. Time: 0:04:40); Total Distance: 23.9 miles, Total Est. Time: 0:27:43; Rig is located 987.3 feet to the N.",2152
4205134171,GULF COAST,Texas,BURLESON (TX),3,land,"Patterson-UTI Drilling Company, LLC",Patterson 221,NOV ADS-10SD,1500,AC,,"WILDHORSE RESOURCES MNGT CO, LLC",WINDEL GOODSON EF UNIT,1H,5/27/2018,30.4966037,-96.7189751,839681,5/11/2018,5/7/2018,8000,NewDrill,OIL,H,AGUILA VADO,EAGLEFORD,0,,,,,"SWEARINGEN, E",58,NO,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,TONY VILLASANA,(713)568-4910,PO BOX 79588 ,HOUSTON,TX,77279,N,"1. Head northwest on S Echols St toward W Buck St (Distance: 62.3 feet, Est. Time: 0:00:07); 2. Turn left after Prosperity Bank (on the right) (Distance: 741.5 feet, Est. Time: 0:00:48); 3. Turn right at the 2nd cross street onto S Thomas St (Distance: 0.3 miles, Est. Time: 0:01:25); 4. Turn left onto TX-21 W/Presidential Corridor W (Distance: 2.3 miles, Est. Time: 0:03:24); 5. Turn left onto Co Rd 104 (Distance: 0.7 miles, Est. Time: 0:02:52); 6. Continue onto Davidson Branch Rd (Distance: 0.7 miles, Est. Time: 0:01:41); Total Distance: 4.2 miles, Total Est. Time: 0:10:17; Rig is located 0.4 miles to the SE.",2153
4239532018,ARKLATEX,Texas,ROBERTSON (TX),5,land,"Patterson-UTI Drilling Company, LLC",Patterson 222,NOV ADS-10SD,1500,AC,,AETHON ENERGY OPERATING LLC,PHARIS RANCH GAS UNIT,1,5/26/2018,30.9170645,-96.5479351,837872,3/27/2018,3/22/2018,18000,NewDrill,GAS,D,BALD PRAIRIE,CV CONSOLIDATED,0,,,,,"HENRY, R",19,YES,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,SHARON COOK,(214)750-3820,12377 MERIT DR SUITE 1200 ,DALLAS,TX,75251,N,"1. Head southwest on US-79 S toward Wheelock StPass by NAPA Auto Parts - Franklin Auto Supply (on the right) (Distance: 7.1 miles, Est. Time: 0:07:10); 2. Turn left onto FM2549 (Distance: 2.9 miles, Est. Time: 0:03:14); Total Distance: 10.0 miles, Total Est. Time: 0:10:24; Rig is located 1010.2 feet to the SW.",2154
4247943956,GULF COAST,Texas,WEBB (TX),4,land,"Patterson-UTI Drilling Company, LLC",Patterson 223,NOV ADS-10SD,1500,AC,Walking,"ESCONDIDO RESOURCES OPER CO, LLC",JCR A,3H,5/29/2018,28.1131657,-99.4110808,838333,4/11/2018,4/3/2018,11000,NewDrill,GAS,H,BRISCOE RANCH,EAGLEFORD,0,645,,,,BS&F,28,YES,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,WESLEY TUPPER,(713)662-0332,1600 SMITH STREET SUITE 4250 ,HOUSTON,TX,77002,N,"1. Head north on Convent Ave toward Houston St (Distance: 541.3 feet, Est. Time: 0:00:41); 2. Turn right at the 2nd cross street onto Victoria St (Distance: 0.3 miles, Est. Time: 0:01:38); 3. Turn left onto I-35 N (signs for Interstate 35 N) (Distance: 37.5 miles, Est. Time: 0:34:22); 4. Take exit 38 for I-35 BUS toward Encinal (Distance: 725.1 feet, Est. Time: 0:00:12); 5. Continue onto I-35BL N (signs for I-35/Encinal) (Distance: 531.5 feet, Est. Time: 0:00:17); 6. Turn left to stay on I-35BL N (Distance: 1.2 miles, Est. Time: 0:02:28); 7. Turn left onto TX-44 W (Distance: 1181.1 feet, Est. Time: 0:00:44); 8. Turn right onto Krueger Rd (Distance: 3.2 miles, Est. Time: 0:07:04); 9. Continue onto Alamo Rd (Distance: 2.0 miles, Est. Time: 0:04:26); 10. Turn right onto Raices Rd (Distance: 1.3 miles, Est. Time: 0:03:18); Total Distance: 46.1 miles, Total Est. Time: 0:55:10; Rig is located 725.7 feet to the NW.",2155
4225535930,GULF COAST,Texas,KARNES (TX),2,land,"Patterson-UTI Drilling Company, LLC",Patterson 224,NOV ADS-10SD,1500,AC,Walking,"ENERVEST OPERATING, LLC",SOUNDGARDEN UNIT,1H,5/22/2018,29.0411511,-97.8630023,839256,4/30/2018,4/24/2018,11000,NewDrill,OIL,H,EAGLEVILLE,EAGLE FORD,0,,,,,"HERNANDEZ, J",140,YES,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,JANET BEINSKI,,1001 FANNIN  STE 800 ,HOUSTON,TX,77002,N,"1. Head west on E Calvert Ave toward S Panna Maria Ave (Distance: 75.5 feet, Est. Time: 0:00:03); 2. Turn right at the 1st cross street onto Texas 123 Business/N Panna Maria AveContinue to follow Texas 123 Business (Distance: 1.2 miles, Est. Time: 0:02:39); 3. Turn right onto E Pleasants St (Distance: 98.4 feet, Est. Time: 0:00:03); 4. Turn left onto TX-123 N (Distance: 3.8 miles, Est. Time: 0:03:54); 5. Turn right onto FM 81 E (Distance: 0.8 miles, Est. Time: 0:01:23); 6. Turn left onto FM2724 (Distance: 6.1 miles, Est. Time: 0:07:44); 7. Continue straight onto FM 627 E (Distance: 0.6 miles, Est. Time: 0:00:51); Total Distance: 12.5 miles, Total Est. Time: 0:16:37; Rig is located 0.7 miles to the NW.",2156
